From	To	Species	Gene Name
MAPK1	P46196	Bos taurus	mitogen-activated protein kinase 1
MAPK1	A2VE60	Bos taurus	mitogen-activated protein kinase 1
MAPK1	P27703	Rattus norvegicus	mitogen activated protein kinase 1
MAPK1	P63086	Rattus norvegicus	mitogen activated protein kinase 1
MAPK1	Q3UF82	Mus musculus	mitogen-activated protein kinase 1
MAPK1	Q3V1U6	Mus musculus	mitogen-activated protein kinase 1
MAPK1	O35558	Mus musculus	mitogen-activated protein kinase 1
MAPK1	Q922X7	Mus musculus	mitogen-activated protein kinase 1
MAPK1	P27703	Mus musculus	mitogen-activated protein kinase 1
MAPK1	P63085	Mus musculus	mitogen-activated protein kinase 1
MAPK1	Q5D061	Xenopus laevis	mitogen-activated protein kinase 1a
MAPK1	P26696	Xenopus laevis	mitogen-activated protein kinase 1a
MAPK1	Q1HBJ4	Homo sapiens	mitogen-activated protein kinase 1
MAPK1	P28482	Homo sapiens	mitogen-activated protein kinase 1
MAPK1	Q499G7	Homo sapiens	mitogen-activated protein kinase 1
MAPK1	Q9DGR5	Danio rerio	mitogen-activated protein kinase 1
MAPK1	Q7ZW72	Danio rerio	mitogen-activated protein kinase 1
MAPK1	Q4VH14	Danio rerio	mitogen-activated protein kinase 1
MAPK1	Q6P023	Danio rerio	mitogen-activated protein kinase 1
MAPK1	Q28H11	Xenopus (Silurana) tropicalis	mitogen-activated protein kinase 1
MAPK1	Q8UWG6	Gallus gallus	mitogen-activated protein kinase 1
MGAT2	Q921V5	Mus musculus	mannoside acetylglucosaminyltransferase 2
MGAT2	Q8C3Z6	Mus musculus	mannoside acetylglucosaminyltransferase 2
MGAT2	Q3U6X4	Mus musculus	mannoside acetylglucosaminyltransferase 2
MGAT2	Q3U5X7	Mus musculus	mannoside acetylglucosaminyltransferase 2
MGAT2	Q3TBY6	Mus musculus	mannoside acetylglucosaminyltransferase 2
MGAT2	Q3TXN3	Mus musculus	mannoside acetylglucosaminyltransferase 2
MGAT2	O19071	Sus scrofa	mannosyl (alpha-1,6-)-glycoprotein beta-1,2-N-acetylglucosaminyltransferase
MGAT2	Q961U0	Drosophila melanogaster	Dmel_CG7921
MGAT2	Q59DT4	Drosophila melanogaster	Dmel_CG7921
MGAT2	Q9VAC0	Drosophila melanogaster	Dmel_CG7921
MGAT2	Q6NTL2	Xenopus laevis	hypothetical protein MGC83215
MGAT2	Q10469	Homo sapiens	mannosyl (alpha-1,6-)-glycoprotein beta-1,2-N-acetylglucosaminyltransferase
MGAT2	B3KPC5	Homo sapiens	mannosyl (alpha-1,6-)-glycoprotein beta-1,2-N-acetylglucosaminyltransferase
MGAT2	Q09326	Rattus norvegicus	mannosyl (alpha-1,6-)-glycoprotein beta-1,2-N-acetylglucosaminyltransferase
MGAT2	Q6DIJ6	Xenopus (Silurana) tropicalis	mannosyl (alpha-1,6-)-glycoprotein beta-1,2-N-acetylglucosaminyltransferase
MGAT2	B5X4D8	Salmo salar	Alpha-1,6-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase
RPS19	B3V4Q2	Oedogonium cardiacum	30S ribosomal protein S19, chloroplastic
RPS19	B2XWR4	Fagopyrum esculentum	30S ribosomal protein S19, chloroplastic
RPS19	B2Y200	Welwitschia mirabilis	WemiC_p060
RPS19	P07816	Glycine max	30S ribosomal protein S19, chloroplastic
RPS19	Q2PMP6	Glycine max	30S ribosomal protein S19, chloroplastic
RPS19	A4QJX1	Olimarabidopsis pumila	30S ribosomal protein S19, chloroplastic
RPS19	Q5UAM3	Bombyx mori	ribosomal protein S19
RPS19	Q8LWZ8	Laminaria digitata	LadioMp18
RPS19	P17074	Rattus norvegicus	hypothetical gene supported by X51707; similar to 40S ribosomal protein S19; ribosomal protein S19
RPS19	P15761	Cyanophora paradoxa	Cyanelle 30S ribosomal protein S19
RPS19	Q5SD12	Huperzia lucidula	30S ribosomal protein S19, chloroplastic
RPS19	Q6PBW7	Danio rerio	ribosomal protein S19
RPS19	P46750	Prototheca wickerhamii	Ribosomal protein S19, mitochondrial
RPS19	Q2TUB7	Dictyota dichotoma	DidiocMp18
RPS19	C1IXI7	Picea sitchensis	CLPGMS-5066
RPS19	A4QJN9	Aethionema grandiflorum	30S ribosomal protein S19, chloroplastic
RPS19	Q5ILL1	Polysphondylium pallidum	PopaoMp13
RPS19	C5HY95	Alsophila spinulosa	rps19
RPS19	O59752	Schizosaccharomyces pombe	40S ribosomal protein S19-B
RPS19	P79016	Schizosaccharomyces pombe	40S ribosomal protein S19-B
RPS19	A9QC79	Trachelium caeruleum	TrCaCp012
RPS19	Q09WX7	Morus indica	30S ribosomal protein S19, chloroplastic
RPS19	A4QKX1	Crucihimalaya wallichii	30S ribosomal protein S19, chloroplastic
RPS19	A7Y3J1	Ipomoea purpurea	30S ribosomal protein S19, chloroplastic
RPS19	P06508	Spinacia oleracea	30S ribosomal protein S19 alpha, chloroplastic
RPS19	P82541	Spinacia oleracea	30S ribosomal protein S19 alpha, chloroplastic
RPS19	Q9MTE4	Toxoplasma gondii	TogoCp04
RPS19	Q8DMM7	Thermosynechococcus elongatus	30S ribosomal protein S19
RPS19	B8R4C7	Trifolium subterraneum	TrsuC_p064
RPS19	A6MM77	Buxus microphylla	30S ribosomal protein S19, chloroplastic
RPS19	Q06R91	Jasminum nudiflorum	30S ribosomal protein S19, chloroplastic
RPS19	Q32RV6	Staurastrum punctulatum	30S ribosomal protein S19, chloroplastic
RPS19	Q09F76	Tetrahymena paravorax	TepaoMp06
RPS19	Q9BBP7	Lotus japonicus	30S ribosomal protein S19, chloroplastic
RPS19	Q85FV9	Cyanidioschyzon merolae	30S ribosomal protein S19, chloroplastic
RPS19	Q8HIT4	Monosiga brevicollis	MobroMp16
RPS19	Q332T6	Lactuca sativa	30S ribosomal protein S19, chloroplastic
RPS19	Q9TAJ3	Cafeteria roenbergensis	CarooMp16
RPS19	B5SQ75	Blastocystis sp. NandII	BlNANOM_p05
RPS19	A0ZZ75	Gossypium barbadense	30S ribosomal protein S19, chloroplastic
RPS19	B2XTF1	Heterosigma akashiwo	Heak293_Cp142
RPS19	B2XTV7	Heterosigma akashiwo	Heak293_Cp142
RPS19	Q06J60	Bigelowiella natans	30S ribosomal protein S19, chloroplastic
RPS19	P30062	Epifagus virginiana	Plastid 30S ribosomal protein S19
RPS19	A8SEE4	Ceratophyllum demersum	30S ribosomal protein S19, chloroplastic
RPS19	C3KEM5	Ceratophyllum demersum	30S ribosomal protein S19, chloroplastic
RPS19	A6MMY5	Illicium oligandrum	30S ribosomal protein S19, chloroplastic
RPS19	B0YPR6	Aneura mirabilis	30S ribosomal protein S19, plastid
RPS19	Q49KV8	Eucalyptus globulus	30S ribosomal protein S19, chloroplastic
RPS19	Q7YN78	Eimeria tenella	EiteCp04
RPS19	A4ZHA6	Phytophthora sojae	PhsooMp37
RPS19	Q85WY8	Pinus koraiensis	30S ribosomal protein S19, chloroplastic
RPS19	A4QK58	Arabis hirsuta	30S ribosomal protein S19, chloroplastic
RPS19	A4QLE6	Lepidium virginicum	30S ribosomal protein S19, chloroplastic
RPS19	C1IXP9	Pinus contorta	CLPGMS-2266
RPS19	Q06GL9	Piper cenocladum	30S ribosomal protein S19, chloroplastic
RPS19	P34772	Euglena longa	Plastid 30S ribosomal protein S19
RPS19	B2XX94	Dictyostelium fasciculatum	Difao_mp32
RPS19	C0LEB4	Jatropha curcas	JacuC_p060
RPS19	A4QL59	Draba nemorosa	30S ribosomal protein S19, chloroplastic
RPS19	Q4FG59	Ranunculus macranthus	RamaCp064
RPS19	Q6PHL6	Xenopus laevis	ribosomal protein S19
RPS19	A8W3M2	Cuscuta obtusiflora	30S ribosomal protein S19, plastid
RPS19	Q9T234	Phytophthora infestans	PhinoMp30
RPS19	C1IXW7	Pinus gerardiana	CLPGMS-2666
RPS19	B7ZIS7	Keteleeria davidiana	KedaC_p072
RPS19	Q2TUF6	Desmarestia viridis	DevioMp18
RPS19	Q09FC1	Tetrahymena malaccensis	TemaoMp06
RPS19	A8W3G1	Cuscuta exaltata	30S ribosomal protein S19, plastid
RPS19	Q6B8V7	Gracilaria tenuistipitata	30S ribosomal protein S19, chloroplastic
RPS19	Q5R8M9	Pongo abelii	ribosomal protein S19
RPS19	Q3V4Z3	Acorus calamus	30S ribosomal protein S19, chloroplastic
RPS19	Q9XPJ1	Dictyostelium discoideum	Ribosomal protein S19, mitochondrial
RPS19	Q23889	Dictyostelium discoideum	Ribosomal protein S19, mitochondrial
RPS19	C0JWP8	Monomastix sp. OKE-1	MoOKC_p064
RPS19	B1X504	Paulinella chromatophora	30S ribosomal protein S19, organellar chromatophore
RPS19	Q06SJ5	Stigeoclonium helveticum	30S ribosomal protein S19, chloroplastic
RPS19	A4QKN2	Capsella bursa-pastoris	30S ribosomal protein S19, chloroplastic
RPS19	O21248	Reclinomonas americana	ReamoMp16
RPS19	Q4VZM8	Cucumis sativus	30S ribosomal protein S19, chloroplastic
RPS19	A5J1X5	Cucumis sativus	30S ribosomal protein S19, chloroplastic
RPS19	A6MMG3	Chloranthus spicatus	30S ribosomal protein S19, chloroplastic
RPS19	B1VKD6	Cryptomeria japonica	30S ribosomal protein S19, chloroplastic
RPS19	Q2MI60	Solanum lycopersicum	30S ribosomal protein S19, chloroplastic
RPS19	Q9G917	Ochromonas danica	OcdaoMp13
RPS19	Q4G361	Emiliania huxleyi	30S ribosomal protein S19, chloroplastic
RPS19	A7M936	Cuscuta gronovii	30S ribosomal protein S19, plastid
RPS19	Q1XDH8	Porphyra yezoensis	30S ribosomal protein S19, chloroplastic
RPS19	P52776	Pinus thunbergii	30S ribosomal protein S19, chloroplastic
RPS19	C3VYW8	Pinus thunbergii	30S ribosomal protein S19, chloroplastic
RPS19	A0T0I2	Phaeodactylum tricornutum	30S ribosomal protein S19, chloroplastic
RPS19	B7FX18	Phaeodactylum tricornutum	30S ribosomal protein S19, chloroplastic
RPS19	B7T1Y0	Vaucheria litorea	ValiC_p076
RPS19	C1KRI5	Micromonas pusilla	MicpuN_mit70
RPS19	Q85BX6	Anthoceros formosae	30S ribosomal protein S19, chloroplastic
RPS19	A7M9A3	Cuscuta reflexa	30S ribosomal protein S19, plastid
RPS19	B2MWV6	Hemiselmis andersenii	HAM_064
RPS19	Q6E790	Saprolegnia ferax	SafeoMp18
RPS19	Q951B7	Tetrahymena thermophila	TepyoMp06
RPS19	C0JX24	Pyramimonas parkeae	PypaC_p040
RPS19	B9VH37	Syntrichia ruralis	Syruc_p003
RPS19	A4QJF5	Aethionema cordifolium	30S ribosomal protein S19, chloroplastic
RPS19	Q7FNS1	Atropa belladonna	30S ribosomal protein S19, chloroplastic
RPS19	Q9MG95	Chrysodidymus synuroideus	CysyoMp28
RPS19	A4QKE5	Barbarea verna	30S ribosomal protein S19, chloroplastic
RPS19	A6YGC5	Leptosira terrestris	30S ribosomal protein S19, chloroplastic
RPS19	Q5M9P3	Mus musculus	predicted gene 4327; predicted gene 8683; similar to 40S ribosomal protein S19; predicted gene 4510; predicted gene 13143; predicted gene 9646; ribosomal protein S19; predicted gene 9091; predicted gene 6636; predicted gene 14072
RPS19	Q5M9J4	Mus musculus	predicted gene 4327; predicted gene 8683; similar to 40S ribosomal protein S19; predicted gene 4510; predicted gene 13143; predicted gene 9646; ribosomal protein S19; predicted gene 9091; predicted gene 6636; predicted gene 14072
RPS19	Q9CZX8	Mus musculus	predicted gene 4327; predicted gene 8683; similar to 40S ribosomal protein S19; predicted gene 4510; predicted gene 13143; predicted gene 9646; ribosomal protein S19; predicted gene 9091; predicted gene 6636; predicted gene 14072
RPS19	Q3C1N7	Nicotiana sylvestris	30S ribosomal protein S19, chloroplastic
RPS19	A4S4Y3	Ostreococcus 'lucimarinus'	OSTLU_44019
RPS19	Q6EW11	Nymphaea alba	30S ribosomal protein S19, chloroplastic
RPS19	Q4FG60	Nuphar advena	NuadCp063
RPS19	A6BM61	Gnetum parvifolium	GnpaC_p018
RPS19	Q7NM64	Gloeobacter violaceus	30S ribosomal protein S19
RPS19	A6MMP8	Dioscorea elephantipes	30S ribosomal protein S19, chloroplastic
RPS19	Q6YXK6	Physcomitrella patens	30S ribosomal protein S19, chloroplastic
RPS19	Q1XGA0	Physcomitrella patens	30S ribosomal protein S19, chloroplastic
RPS19	A4ZHE9	Phytophthora ramorum	PhraoMp33
RPS19	Q2TUJ8	Fucus vesiculosus	FuveoMp17
RPS19	P51310	Porphyra purpurea	30S ribosomal protein S19, chloroplastic
RPS19	P19170	Euglena gracilis	30S ribosomal protein S19, chloroplastic
RPS19	Q2EEV9	Helicosporidium sp. ex Simulium jonesii	Plastid 30S ribosomal protein S19
RPS19	A9L9D6	Lemna minor	30S ribosomal protein S19, chloroplastic
RPS19	P46762	Acanthamoeba castellanii	Ribosomal protein S19, mitochondrial
RPS19	A4QLN4	Lobularia maritima	30S ribosomal protein S19, chloroplastic
RPS19	Q9TLT6	Cyanidium caldarium	30S ribosomal protein S19, chloroplastic
RPS19	Q85FI2	Adiantum capillus-veneris	30S ribosomal protein S19, chloroplastic
RPS19	Q9XMU5	Tetrahymena pyriformis	TethoMp06
RPS19	Q9G868	Malawimonas jakobiformis	MajaoMp36
RPS19	Q70XX0	Amborella trichopoda	30S ribosomal protein S19, chloroplastic
RPS19	Q32RN7	Zygnema circumcarinatum	30S ribosomal protein S19, chloroplastic
RPS19	Q9G8Q5	Naegleria gruberi	NagroMp24
RPS19	A2T374	Angiopteris evecta	30S ribosomal protein S19, chloroplastic
RPS19	Q06GV6	Drimys granadensis	30S ribosomal protein S19, chloroplastic
RPS19	P56366	Chlorella vulgaris	30S ribosomal protein S19, chloroplastic
RPS19	Q1KVT8	Scenedesmus obliquus	30S ribosomal protein S19, chloroplastic
RPS19	Q2L945	Gossypium hirsutum	30S ribosomal protein S19, chloroplastic
RPS19	B0ZBD0	Homo sapiens	ribosomal protein S19 pseudogene 3; ribosomal protein S19
RPS19	Q8WVX7	Homo sapiens	ribosomal protein S19 pseudogene 3; ribosomal protein S19
RPS19	P39019	Homo sapiens	ribosomal protein S19 pseudogene 3; ribosomal protein S19
RPS19	C0JWV5	Pycnococcus provasolii	PyprC_p039
RPS19	B5SQ50	Blastocystis sp. DMP/02-328	BlDMPOM_p05
RPS19	Q94Z05	Pylaiella littoralis	PylioMp25
RPS19	P49506	Odontella sinensis	30S ribosomal protein S19, chloroplastic
RPS19	A4QLX3	Nasturtium officinale	30S ribosomal protein S19, chloroplastic
RPS19	B7ZIJ5	Ephedra equisetina	EpeqC_p059
RPS19	Q8WHY2	Psilotum nudum	30S ribosomal protein S19, chloroplastic
RPS19	Q7YJT8	Calycanthus floridus	30S ribosomal protein S19, chloroplastic
RPS19	Q0G9H9	Liriodendron tulipifera	30S ribosomal protein S19, chloroplastic
RPS19	C3TSC2	Pinus krempfii	CLPGMS-2866
RPS19	Q09F32	Tetrahymena pigmentosa	TepioMp06
RPS19	B5LMR2	Cicer arietinum	30S ribosomal protein S19, chloroplastic
MAPK3	Q61531	Mus musculus	mitogen-activated protein kinase 3
MAPK3	Q91YW5	Mus musculus	mitogen-activated protein kinase 3
MAPK3	Q3U2H3	Mus musculus	mitogen-activated protein kinase 3
MAPK3	Q63844	Mus musculus	mitogen-activated protein kinase 3
MAPK3	Q8K0X5	Mus musculus	mitogen-activated protein kinase 3
MAPK3	Q4PIY8	Rattus norvegicus	mitogen activated protein kinase 3
MAPK3	Q9JJ13	Rattus norvegicus	mitogen activated protein kinase 3
MAPK3	Q62686	Rattus norvegicus	mitogen activated protein kinase 3
MAPK3	P21708	Rattus norvegicus	mitogen activated protein kinase 3
MAPK3	A8IKE3	Chlamydomonas reinhardtii	CHLREDRAFT_78072
MAPK3	Q9BWJ1	Homo sapiens	hypothetical LOC100271831; mitogen-activated protein kinase 3
MAPK3	B0LPG3	Homo sapiens	hypothetical LOC100271831; mitogen-activated protein kinase 3
MAPK3	A8CZ58	Homo sapiens	hypothetical LOC100271831; mitogen-activated protein kinase 3
MAPK3	P27361	Homo sapiens	hypothetical LOC100271831; mitogen-activated protein kinase 3
MAPK3	Q7Z3H5	Homo sapiens	hypothetical LOC100271831; mitogen-activated protein kinase 3
MAPK3	Q8NHX0	Homo sapiens	hypothetical LOC100271831; mitogen-activated protein kinase 3
MAPK3	Q8NHX1	Homo sapiens	hypothetical LOC100271831; mitogen-activated protein kinase 3
MAPK3	B5X0U4	Salmo salar	MAP kinase-activated protein kinase 3
MAPK3	Q9DGR6	Danio rerio	mitogen-activated protein kinase 3
MAPK3	Q7ZVK8	Danio rerio	mitogen-activated protein kinase 3
FLII	B9J962	Agrobacterium tumefaciens	Flagellum-specific ATP synthase
FLII	O34171	Agrobacterium tumefaciens	Flagellum-specific ATP synthase
FLII	A8FD88	Bacillus pumilus	BPUM_1522
FLII	C5D8W7	Geobacillus sp. WCH70	GWCH70_1114
FLII	C3MG19	Rhizobium sp. NGR234	NGR_c02720
FLII	A9IKU0	Bordetella petrii	Bpet2144
FLII	A1S7Z3	Shewanella amazonensis	Sama_2294
FLII	Q6LTN8	Photobacterium profundum	PBPRA0926
FLII	Q7WJB4	Bordetella bronchiseptica	BB2585
FLII	Q7M7M5	Wolinella succinogenes	WS2207
FLII	Q2YLC8	Brucella abortus	BAB2_0129; BAbS19_II01200; BruAb2_0127
FLII	Q579W1	Brucella abortus	BAB2_0129; BAbS19_II01200; BruAb2_0127
FLII	B2SCT9	Brucella abortus	BAB2_0129; BAbS19_II01200; BruAb2_0127
FLII	Q0JYM1	Cupriavidus necator	H16_B2371
FLII	C1L0Z7	Listeria monocytogenes Clip81459	Lm4b_00744
FLII	A1JSV5	Yersinia enterocolitica	YE2540
FLII	P0CAT8	Caulobacter vibrioides	Flagellum-specific ATP synthase
FLII	O05528	Caulobacter vibrioides	Flagellum-specific ATP synthase
FLII	B8H363	Caulobacter vibrioides	Flagellum-specific ATP synthase
FLII	O67531	Aquifex aeolicus	Flagellum-specific ATP synthase
FLII	Q2NX00	Sodalis glossinidius	SG0050
FLII	Q88ET7	Pseudomonas putida	PP_4366; PputGB1_3927; PputW619_3691; Pput_1501
FLII	B0KQZ1	Pseudomonas putida	PP_4366; PputGB1_3927; PputW619_3691; Pput_1501
FLII	A5W0J8	Pseudomonas putida	PP_4366; PputGB1_3927; PputW619_3691; Pput_1501
FLII	B1JC91	Pseudomonas putida	PP_4366; PputGB1_3927; PputW619_3691; Pput_1501
FLII	B6JNR3	Helicobacter pylori	Flagellum-specific ATP synthase
FLII	P94822	Helicobacter pylori	Flagellum-specific ATP synthase
FLII	Q9ZJJ3	Helicobacter pylori	Flagellum-specific ATP synthase
FLII	O07025	Helicobacter pylori	Flagellum-specific ATP synthase
FLII	B2UVG0	Helicobacter pylori	Flagellum-specific ATP synthase
FLII	Q1CRK9	Helicobacter pylori	Flagellum-specific ATP synthase
FLII	B5Z941	Helicobacter pylori	Flagellum-specific ATP synthase
FLII	Q62EX7	Burkholderia mallei	BMAFMH_B0761; BMA10247_3403; BMA10229_A2145; BMA721280_0162; BMASAVP1_A2943; BMAJHU_B0741; BMA3278; BMA10399_D0939
FLII	A3MRN3	Burkholderia mallei	BMAFMH_B0761; BMA10247_3403; BMA10229_A2145; BMA721280_0162; BMASAVP1_A2943; BMAJHU_B0741; BMA3278; BMA10399_D0939
FLII	A2S840	Burkholderia mallei	BMAFMH_B0761; BMA10247_3403; BMA10229_A2145; BMA721280_0162; BMASAVP1_A2943; BMAJHU_B0741; BMA3278; BMA10399_D0939
FLII	A1V7N4	Burkholderia mallei	BMAFMH_B0761; BMA10247_3403; BMA10229_A2145; BMA721280_0162; BMASAVP1_A2943; BMAJHU_B0741; BMA3278; BMA10399_D0939
FLII	Q6AGA5	Leifsonia xyli	Lxx06360
FLII	Q6MHY3	Bdellovibrio bacteriovorus	Bd3401
FLII	B0SWF6	Caulobacter sp. K31	Caul_1023
FLII	B1KLI2	Shewanella woodyi	Swoo_1621
FLII	B5RRA8	Borrelia recurrentis	BRE_295
FLII	Q48GE5	Pseudomonas savastanoi	PSPPH_3380
FLII	Q3SV98	Nitrobacter winogradskyi	Nwi_0526
FLII	B6EJD5	Aliivibrio salmonicida	VSAL_I2305
FLII	B1X695	Escherichia coli	Flagellum-specific ATP synthase
FLII	A8A1E3	Escherichia coli	Flagellum-specific ATP synthase
FLII	B1LQR7	Escherichia coli	Flagellum-specific ATP synthase
FLII	B6I0Y8	Escherichia coli	Flagellum-specific ATP synthase
FLII	P52612	Escherichia coli	Flagellum-specific ATP synthase
FLII	B7USV5	Escherichia coli	Flagellum-specific ATP synthase
FLII	A7ZN64	Escherichia coli	Flagellum-specific ATP synthase
FLII	B7MWC9	Escherichia coli	Flagellum-specific ATP synthase
FLII	Q0TGQ3	Escherichia coli	Flagellum-specific ATP synthase
FLII	B7NRE0	Escherichia coli	Flagellum-specific ATP synthase
FLII	Q8X2D9	Escherichia coli	Flagellum-specific ATP synthase
FLII	B1IZW8	Escherichia coli	Flagellum-specific ATP synthase
FLII	Q8X489	Escherichia coli	Flagellum-specific ATP synthase
FLII	A1AC90	Escherichia coli	Flagellum-specific ATP synthase
FLII	Q8FGK7	Escherichia coli	Flagellum-specific ATP synthase
FLII	P78073	Escherichia coli	Flagellum-specific ATP synthase
FLII	B7NBT4	Escherichia coli	Flagellum-specific ATP synthase
FLII	B5YRW9	Escherichia coli	Flagellum-specific ATP synthase
FLII	Q1RAK0	Escherichia coli	Flagellum-specific ATP synthase
FLII	B7L8V3	Escherichia coli	Flagellum-specific ATP synthase
FLII	B7M381	Escherichia coli	Flagellum-specific ATP synthase
FLII	B7MCJ7	Escherichia coli	Flagellum-specific ATP synthase
FLII	A7MS29	Vibrio harveyi	VIBHAR_03159
FLII	Q11LM1	Mesorhizobium sp. BNC1	Meso_0300
FLII	C6B1D9	Rhizobium leguminosarum	Rleg_0347
FLII	Q74G36	Geobacter sulfurreducens	GSU0413
FLII	B4EYL8	Proteus mirabilis	PMI1633
FLII	A4G693	Herminiimonas arsenicoxydans	HEAR1879
FLII	Q5QCQ4	Herminiimonas arsenicoxydans	HEAR1879
FLII	B2VDP2	Erwinia tasmaniensis	ETA_19910
FLII	A7HV56	Parvibaculum lavamentivorans	Plav_2175
FLII	A4TK76	Yersinia pestis	YPA_1203; YPDSF_0501; YPA_3072; YPO0717; YP_3029; y2479; YpAngola_A2011; YPN_0575; YPDSF_1297; YPN_2296; y3461; YPO1827; YP_1565; y0526
FLII	Q1C3D8	Yersinia pestis	YPA_1203; YPDSF_0501; YPA_3072; YPO0717; YP_3029; y2479; YpAngola_A2011; YPN_0575; YPDSF_1297; YPN_2296; y3461; YPO1827; YP_1565; y0526
FLII	Q7CKS1	Yersinia pestis	YPA_1203; YPDSF_0501; YPA_3072; YPO0717; YP_3029; y2479; YpAngola_A2011; YPN_0575; YPDSF_1297; YPN_2296; y3461; YPO1827; YP_1565; y0526
FLII	Q1CM73	Yersinia pestis	YPA_1203; YPDSF_0501; YPA_3072; YPO0717; YP_3029; y2479; YpAngola_A2011; YPN_0575; YPDSF_1297; YPN_2296; y3461; YPO1827; YP_1565; y0526
FLII	A4TI00	Yersinia pestis	YPA_1203; YPDSF_0501; YPA_3072; YPO0717; YP_3029; y2479; YpAngola_A2011; YPN_0575; YPDSF_1297; YPN_2296; y3461; YPO1827; YP_1565; y0526
FLII	Q1CHA6	Yersinia pestis	YPA_1203; YPDSF_0501; YPA_3072; YPO0717; YP_3029; y2479; YpAngola_A2011; YPN_0575; YPDSF_1297; YPN_2296; y3461; YPO1827; YP_1565; y0526
FLII	Q74RK2	Yersinia pestis	YPA_1203; YPDSF_0501; YPA_3072; YPO0717; YP_3029; y2479; YpAngola_A2011; YPN_0575; YPDSF_1297; YPN_2296; y3461; YPO1827; YP_1565; y0526
FLII	A9R7N7	Yersinia pestis	YPA_1203; YPDSF_0501; YPA_3072; YPO0717; YP_3029; y2479; YpAngola_A2011; YPN_0575; YPDSF_1297; YPN_2296; y3461; YPO1827; YP_1565; y0526
FLII	Q1C8Q2	Yersinia pestis	YPA_1203; YPDSF_0501; YPA_3072; YPO0717; YP_3029; y2479; YpAngola_A2011; YPN_0575; YPDSF_1297; YPN_2296; y3461; YPO1827; YP_1565; y0526
FLII	Q8D0B1	Yersinia pestis	YPA_1203; YPDSF_0501; YPA_3072; YPO0717; YP_3029; y2479; YpAngola_A2011; YPN_0575; YPDSF_1297; YPN_2296; y3461; YPO1827; YP_1565; y0526
FLII	Q0WFW5	Yersinia pestis	YPA_1203; YPDSF_0501; YPA_3072; YPO0717; YP_3029; y2479; YpAngola_A2011; YPN_0575; YPDSF_1297; YPN_2296; y3461; YPO1827; YP_1565; y0526
FLII	Q74UX7	Yersinia pestis	YPA_1203; YPDSF_0501; YPA_3072; YPO0717; YP_3029; y2479; YpAngola_A2011; YPN_0575; YPDSF_1297; YPN_2296; y3461; YPO1827; YP_1565; y0526
FLII	Q7CGK3	Yersinia pestis	YPA_1203; YPDSF_0501; YPA_3072; YPO0717; YP_3029; y2479; YpAngola_A2011; YPN_0575; YPDSF_1297; YPN_2296; y3461; YPO1827; YP_1565; y0526
FLII	Q7VYE8	Bordetella pertussis	BP1400
